,db_id,original_sql
11,tpch,"SELECT MAX(p.p_type) AS max_p_p_type, SUM(ps.ps_suppkey) AS sum_ps_ps_suppkey, MAX(r.r_name) AS max_r_r_name, MAX(p.p_retailprice) AS max_p_p_retailprice, COUNT(p.p_size) AS count_p_p_size FROM part p, partsupp ps, region r WHERE p.p_mfgr IN (SELECT DISTINCT p_mfgr FROM part UNION SELECT s_name FROM supplier UNION SELECT s_name FROM (SELECT DISTINCT s_name FROM supplier AS s1_1 WHERE s_acctbal < 5000) AS subq_1) AND r.r_comment IN (SELECT r_comment FROM (SELECT r_comment, r_regionkey FROM region WHERE r_regionkey = 3 ) AS subq_2 WHERE r_regionkey > 2 ORDER BY r_regionkey) AND ps.ps_availqty = (SELECT COUNT(*) FROM (SELECT c_mktsegment FROM customer UNION ALL SELECT l_shipmode FROM lineitem ) t) AND EXISTS (SELECT SUM(l_discount) FROM (SELECT l_discount, l_linestatus FROM lineitem WHERE l_shipdate BETWEEN DATE '1998-01-01' AND DATE '1998-12-31' ) t GROUP BY l_linestatus ORDER BY l_linestatus) AND EXISTS (SELECT MAX(c_acctbal) FROM (SELECT c_acctbal, c_mktsegment FROM customer WHERE c_nationkey BETWEEN 10 AND 20 ) t GROUP BY c_mktsegment ORDER BY c_mktsegment) AND ps.ps_partkey = p.p_partkey AND ps.ps_partkey <= 43960 AND p.p_container LIKE 'LG CASE%' AND p.p_mfgr LIKE 'Manufacturer#1%' AND p.p_type LIKE 'ECONOMY PLATED COPPER%' AND p.p_name LIKE 'burlywood blanched gainsboro antique peru%'  LIMIT 10;"
12,tpch,"SELECT p.p_type AS p_p_type, r.r_name AS r_r_name, COUNT(p.p_comment) AS count_p_p_comment, MAX(r.r_name) AS max_r_r_name, MIN(p.p_brand) AS min_p_p_brand FROM part p, partsupp ps, region r WHERE p.p_size > (SELECT COUNT(DISTINCT n_nationkey) FROM nation JOIN (SELECT s_nationkey FROM supplier WHERE s_acctbal < 2000 UNION ALL SELECT s_nationkey FROM supplier WHERE s_comment LIKE '%reliable%') AS subq_1 ON nation.n_nationkey = subq_1.s_nationkey) AND EXISTS (SELECT MAX(l_discount) FROM (SELECT l_discount, l_shipmode FROM lineitem WHERE l_commitdate BETWEEN DATE '1993-01-01' AND DATE '1993-12-31' ) t GROUP BY l_shipmode ORDER BY l_shipmode) AND r.r_regionkey = (SELECT COUNT(DISTINCT s_name) FROM (SELECT s_name FROM supplier WHERE s_acctbal > 8000 EXCEPT SELECT c_name FROM customer WHERE c_acctbal < 1500 ) AS subquery_3) AND EXISTS (SELECT MAX(p_retailprice) FROM (SELECT p_retailprice, p_container FROM part WHERE p_size > 10 UNION ALL SELECT p_retailprice, p_container FROM part WHERE p_size <= 10 GROUP BY p_retailprice, p_container) p JOIN (SELECT ps_partkey, ps_supplycost FROM partsupp) ps ON p.p_retailprice = ps.ps_partkey GROUP BY ps.ps_supplycost) AND ps.ps_partkey > (SELECT COUNT(DISTINCT c_custkey) FROM customer WHERE c_acctbal < 3000 AND (c_nationkey = 15 OR c_nationkey = 20) AND 5+5=10 AND c_nationkey IN (SELECT n_nationkey FROM nation WHERE n_regionkey = 2 AND 6*7=42)) AND ps.ps_partkey = p.p_partkey AND ps.ps_partkey = 184560 AND p.p_retailprice <= 1660.8268146231107 AND p.p_name LIKE 'puff metallic papaya gainsboro cornsilk%' AND ps.ps_supplycost >= 712.4638698652685 AND p.p_container LIKE 'WRAP BAG%'  GROUP BY p.p_type, r.r_name LIMIT 10;"
13,tpch,"SELECT COUNT(o.o_shippriority) AS count_o_o_shippriority, MIN(o.o_shippriority) AS min_o_o_shippriority, AVG(o.o_totalprice) AS avg_o_o_totalprice, MIN(o.o_orderDATE) AS min_o_o_orderDATE, o.o_orderkey AS o_o_orderkey FROM orders o WHERE EXISTS (SELECT COUNT(o_orderkey) FROM (SELECT o_orderkey, o_orderstatus FROM orders JOIN customer ON o_custkey = c_custkey WHERE c_mktsegment = 'BUILDING' UNION SELECT o_orderkey, o_orderstatus FROM orders JOIN lineitem ON o_orderkey = l_orderkey WHERE l_quantity > 20 AND l_shipdate IN (SELECT l_shipdate FROM lineitem WHERE l_receiptdate < '1996-01-01')) AS subq_1 GROUP BY o_orderstatus) AND o.o_clerk IN (SELECT o_clerk FROM orders WHERE o_orderkey IN (SELECT l_orderkey FROM lineitem WHERE l_extendedprice > 5000 ) UNION SELECT o_clerk FROM orders WHERE o_orderkey IN (SELECT l_orderkey FROM lineitem WHERE l_extendedprice < 5000 ) ORDER BY o_clerk) AND o.o_orderpriority IN (SELECT DISTINCT o_orderpriority FROM orders UNION SELECT DISTINCT c_mktsegment FROM customer WHERE c_acctbal < 1000 UNION SELECT DISTINCT l_shipinstruct FROM lineitem WHERE l_tax > 0.1) AND EXISTS (SELECT r_comment FROM (SELECT r_comment, r_regionkey FROM region ) AS subq_4 UNION SELECT l_comment FROM lineitem) AND EXISTS (SELECT o_clerk FROM (SELECT o_clerk FROM orders WHERE o_orderkey IN (SELECT l_orderkey FROM lineitem WHERE l_receiptdate > '1995-06-01' ) UNION ALL SELECT o_clerk FROM orders WHERE o_totalprice < 500) t GROUP BY o_clerk ORDER BY o_clerk) AND o.o_custkey >= 111045 AND o.o_totalprice >= 243212.594797091 AND o.o_orderpriority LIKE '1-URGENT%' AND o.o_orderkey >= 243983 AND o.o_orderstatus LIKE 'F%'  GROUP BY o.o_orderkey LIMIT 10;"
14,tpch,"SELECT SUM(l.l_linenumber) AS sum_l_l_linenumber, MAX(l.l_receiptDATE) AS max_l_l_receiptDATE, COUNT(l.l_linestatus) AS count_l_l_linestatus, MAX(l.l_suppkey) AS max_l_l_suppkey, MAX(l.l_extendedprice) AS max_l_l_extendedprice FROM lineitem l WHERE l.l_partkey > (SELECT COUNT(DISTINCT s_suppkey) FROM supplier WHERE s_acctbal < 1000 AND (s_nationkey = 1 OR s_nationkey = 2) AND s_phone LIKE '10%') AND EXISTS (SELECT s_name FROM (SELECT s_name FROM supplier WHERE s_suppkey IN (SELECT ps_suppkey FROM partsupp WHERE ps_supplycost > 10 ) UNION ALL SELECT s_name FROM supplier WHERE s_acctbal > 5000) t GROUP BY s_name ORDER BY s_name) AND EXISTS (SELECT o_clerk FROM orders WHERE o_custkey IN (SELECT c_custkey FROM customer WHERE c_acctbal > 2000 UNION SELECT o_custkey FROM orders WHERE o_orderdate < '1993-06-30') AND o_shippriority IN (SELECT o_shippriority FROM orders JOIN customer ON o_custkey = c_custkey WHERE c_mktsegment = 'HOUSEHOLD')) AND EXISTS (SELECT COUNT(*) FROM (SELECT c_nationkey FROM customer UNION SELECT s_nationkey FROM (SELECT s_nationkey, COUNT(*) FROM supplier GROUP BY s_nationkey HAVING COUNT(*) > 4) AS subq_4) AS t_4) AND EXISTS (SELECT DISTINCT r_name FROM region UNION SELECT p_type FROM part UNION SELECT p_type FROM (SELECT DISTINCT p_type FROM part AS p1_5 WHERE p_retailprice < 50) AS subq_5) AND l.l_shipdate > '1997-04-19' AND l.l_receiptdate >= '1993-08-07' AND l.l_discount = 0.06997157289029109 AND l.l_partkey < 88396 AND l.l_returnflag LIKE 'R%'  LIMIT 10;"
15,tpch,"SELECT MIN(l.l_comment) AS min_l_l_comment, MIN(l.l_shipmode) AS min_l_l_shipmode, MIN(s.s_address) AS min_s_s_address, COUNT(l.l_orderkey) AS count_l_l_orderkey, MAX(s.s_comment) AS max_s_s_comment FROM lineitem l, supplier s WHERE EXISTS (SELECT p_type FROM (SELECT p_type, p_partkey FROM part WHERE p_partkey = 9 ) AS subq_1 WHERE p_partkey > 8 ORDER BY p_partkey) AND EXISTS (SELECT p_mfgr FROM (SELECT p_mfgr FROM part WHERE p_partkey IN (SELECT ps_partkey FROM partsupp WHERE ps_availqty < 30 ) UNION ALL SELECT p_mfgr FROM part WHERE p_retailprice < 50) t GROUP BY p_mfgr ORDER BY p_mfgr) AND s.s_suppkey IN (SELECT DISTINCT s_suppkey FROM supplier UNION SELECT ps_suppkey FROM partsupp WHERE ps_supplycost < 50) AND l.l_orderkey = (SELECT COUNT(DISTINCT l_suppkey) FROM (SELECT l_suppkey FROM lineitem WHERE l_discount > 0.05 UNION ALL SELECT ps_suppkey FROM partsupp WHERE ps_supplycost > 60) t JOIN part ON p_partkey = t.l_suppkey) AND EXISTS (SELECT c_phone FROM (SELECT c_phone, c_acctbal FROM customer WHERE c_acctbal = 1000 ) AS subq_5 WHERE c_acctbal > 500 ORDER BY c_acctbal) AND l.l_tax >= 0.03372296939351626 AND l.l_linenumber >= 5 AND l.l_shipmode LIKE 'MAIL%' AND s.s_name LIKE 'Supplier#000008782%' AND s.s_acctbal > -622.4733642970616  LIMIT 30;"
16,tpch,"SELECT MIN(l.l_suppkey) AS min_l_l_suppkey, MAX(ps.ps_supplycost) AS max_ps_ps_supplycost, COUNT(l.l_quantity) AS count_l_l_quantity, SUM(l.l_discount) AS sum_l_l_discount, COUNT(l.l_shipDATE) AS count_l_l_shipDATE FROM lineitem l, nation n, partsupp ps WHERE EXISTS (SELECT DISTINCT p_brand FROM part UNION SELECT s_phone FROM supplier UNION SELECT s_phone FROM (SELECT DISTINCT s_phone FROM supplier AS s1_1 WHERE s_nationkey = 3) AS subq_1) AND n.n_name IN (SELECT n_name FROM nation WHERE n_nationkey IN (SELECT c_nationkey FROM customer WHERE c_acctbal > 1000 UNION SELECT s_nationkey FROM supplier WHERE s_acctbal < 500)) AND l.l_quantity = (SELECT COUNT(DISTINCT ps_suppkey) FROM partsupp WHERE ps_supplycost < 30 AND (ps_availqty = 50 OR ps_availqty = 150) AND ps_comment LIKE 'Regular%') AND EXISTS (SELECT n_name FROM (SELECT n_name FROM nation WHERE n_nationkey IN (SELECT c_nationkey FROM customer WHERE c_acctbal > 1000 ) UNION ALL SELECT n_name FROM nation WHERE n_regionkey = 1) t GROUP BY n_name ORDER BY n_name) AND ps.ps_suppkey > (SELECT COUNT(*) FROM (SELECT o_orderstatus FROM orders UNION ALL SELECT l_returnflag FROM lineitem ) t) AND ps.ps_partkey = l.l_partkey AND ps.ps_suppkey = l.l_suppkey AND l.l_suppkey = 5552 AND n.n_regionkey >= 0 AND l.l_partkey >= 49173 AND l.l_tax = 0.03845350295058449 AND l.l_quantity > 23.70147171608839  LIMIT 10;"
17,tpch,"SELECT COUNT(c.c_mktsegment) AS count_c_c_mktsegment, MAX(c.c_custkey) AS max_c_c_custkey, MIN(c.c_comment) AS min_c_c_comment, COUNT(ps.ps_supplycost) AS count_ps_ps_supplycost, COUNT(c.c_comment) AS count_c_c_comment FROM customer c, partsupp ps, region r WHERE c.c_nationkey > (SELECT COUNT(DISTINCT r_regionkey) FROM region WHERE r_name = 'EUROPE' AND (r_regionkey = 1 OR r_regionkey = 2) AND 9+9=18 AND r_regionkey IN (SELECT n_regionkey FROM nation WHERE n_name = 'GERMANY' AND 10*11=110)) AND r.r_regionkey = (SELECT COUNT(DISTINCT s_suppkey) FROM supplier WHERE s_acctbal < 1500 AND (s_nationkey = 3 OR s_nationkey = 7) AND 2+3=5 AND s_nationkey IN (SELECT n_nationkey FROM nation WHERE n_regionkey = 4 AND 4*5=20)) AND r.r_name IN (SELECT r_name FROM (SELECT r_name, r_regionkey FROM region WHERE r_regionkey = 2 ) AS subq_3 WHERE r_regionkey > 1 ORDER BY r_regionkey) AND EXISTS (SELECT r_4.r_comment FROM region r_4 WHERE r_4.r_regionkey IN (SELECT n_4.n_regionkey FROM nation n_4 WHERE n_4.n_name = 'CANADA' UNION ALL SELECT n2_4.n_regionkey FROM nation n2_4 WHERE n2_4.n_nationkey > 5 GROUP BY n2_4.n_regionkey) AND r_4.r_regionkey <> 2) AND ps.ps_suppkey = (SELECT COUNT(DISTINCT c_custkey) FROM (SELECT c_custkey, c_address FROM customer WHERE c_acctbal < 1000 ) t) AND c.c_mktsegment LIKE 'AUTOMOBILE%' AND ps.ps_partkey >= 47575 AND r.r_name LIKE 'ASIA%' AND c.c_custkey <= 90109 AND ps.ps_supplycost < 251.60648291595942  LIMIT 100;"
18,tpch,"SELECT MAX(l.l_linestatus) AS max_l_l_linestatus, COUNT(p.p_size) AS count_p_p_size, MAX(l.l_discount) AS max_l_l_discount, MIN(p.p_retailprice) AS min_p_p_retailprice, COUNT(l.l_receiptDATE) AS count_l_l_receiptDATE FROM lineitem l, part p WHERE EXISTS (SELECT DISTINCT o_orderstatus FROM orders UNION SELECT DISTINCT s_name FROM supplier WHERE s_acctbal < 3000 UNION SELECT DISTINCT l_linestatus FROM lineitem WHERE l_extendedprice > 50) AND p.p_type IN (SELECT p_type FROM (SELECT p_type, p_partkey FROM part WHERE p_partkey = 9 ) AS subq_2 WHERE p_partkey > 8 ORDER BY p_partkey) AND EXISTS (SELECT MAX(p_retailprice) FROM (SELECT p_retailprice, p_container FROM part WHERE p_size > 10 UNION ALL SELECT p_retailprice, p_container FROM part WHERE p_size <= 10 GROUP BY p_retailprice, p_container) p JOIN (SELECT ps_partkey, ps_supplycost FROM partsupp) ps ON p.p_retailprice = ps.ps_partkey GROUP BY ps.ps_supplycost) AND l.l_discount = (SELECT COUNT(DISTINCT l_shipmode) FROM lineitem JOIN (SELECT o_orderkey FROM orders UNION ALL SELECT o_orderkey FROM orders WHERE o_shippriority = 1) AS order_union_4 ON lineitem.l_orderkey = order_union_4.o_orderkey) AND EXISTS (SELECT p_5.p_container FROM part p_5 WHERE p_5.p_partkey IN (SELECT l_5.l_partkey FROM lineitem l_5 WHERE l_5.l_quantity < 20 UNION ALL SELECT l2_5.l_partkey FROM lineitem l2_5 WHERE l2_5.l_extendedprice > 1000 GROUP BY l2_5.l_partkey) AND p_5.p_size < 5) AND l.l_suppkey >= 3678 AND p.p_brand LIKE 'Brand#14%' AND p.p_mfgr LIKE 'Manufacturer#4%' AND l.l_quantity < 33.99879655384891 AND l.l_partkey = 35094  LIMIT 50;"
19,tpch,"SELECT SUM(l.l_partkey) AS sum_l_l_partkey, l.l_commitDATE AS l_l_commitDATE, MAX(l.l_quantity) AS max_l_l_quantity, MIN(r.r_name) AS min_r_r_name, MAX(l.l_shipmode) AS max_l_l_shipmode FROM lineitem l, region r WHERE EXISTS (SELECT c_address FROM customer WHERE c_custkey IN (SELECT o_custkey FROM orders WHERE o_orderdate < '1995-01-01' UNION SELECT o_custkey FROM orders WHERE o_orderpriority = '2-HIGH')) AND EXISTS (SELECT c_phone FROM (SELECT c_phone, c_mktsegment FROM customer ) AS subq_2 UNION SELECT p_type FROM part) AND EXISTS (SELECT COUNT(p_size) FROM (SELECT p_size, p_type FROM part WHERE p_size < 15 ) t GROUP BY p_type ORDER BY p_type) AND l.l_shipmode IN (SELECT l_shipmode FROM (SELECT l_shipmode, l_quantity FROM lineitem ) AS subq_4 UNION SELECT c_phone FROM customer) AND r.r_regionkey = (SELECT COUNT(DISTINCT ps_suppkey) FROM partsupp WHERE ps_supplycost < 30 AND (ps_availqty = 50 OR ps_availqty = 150) AND ps_comment LIKE 'Regular%') AND l.l_shipmode LIKE 'SHIP%' AND l.l_linestatus LIKE 'O%' AND l.l_quantity < 25.416670779785868 AND l.l_shipinstruct LIKE 'DELIVER IN PERSON%' AND r.r_regionkey <= 2  GROUP BY l.l_commitDATE LIMIT 100;"
20,tpch,"SELECT SUM(l.l_tax) AS sum_l_l_tax, MIN(l.l_linestatus) AS min_l_l_linestatus, MAX(l.l_commitDATE) AS max_l_l_commitDATE, MIN(l.l_returnflag) AS min_l_l_returnflag, l.l_orderkey AS l_l_orderkey FROM lineitem l, orders o WHERE EXISTS (SELECT COUNT(o_orderkey) FROM (SELECT o_orderkey, o_clerk FROM orders WHERE o_orderdate BETWEEN DATE '1997-01-01' AND DATE '1997-06-30' ) t GROUP BY o_clerk ORDER BY o_clerk) AND o.o_custkey = (SELECT COUNT(DISTINCT l_orderkey) FROM (SELECT l_orderkey FROM lineitem WHERE l_quantity > 10 UNION ALL SELECT o_orderkey FROM orders WHERE o_totalprice > 1000 ) AS subquery_2) AND l.l_discount IN (SELECT l_discount FROM (SELECT l_discount, l_quantity FROM lineitem WHERE l_quantity = 15 ) AS subq_3 WHERE l_quantity > 10 ORDER BY l_quantity) AND l.l_quantity > (SELECT COUNT(DISTINCT l_linenumber) FROM lineitem JOIN (SELECT o_orderkey FROM orders WHERE o_totalprice < 800 UNION ALL SELECT o_orderkey FROM orders WHERE o_orderdate < '1996-01-01') AS subq_4 ON lineitem.l_orderkey = subq_4.o_orderkey) AND EXISTS (SELECT s_address FROM (SELECT s_address, s_acctbal FROM supplier WHERE s_acctbal = 1500 ) AS subq_5 WHERE s_acctbal > 1000 ORDER BY s_acctbal) AND o.o_orderkey = l.l_orderkey AND l.l_tax < 0.04499688499022847 AND l.l_shipinstruct LIKE 'COLLECT COD%' AND l.l_discount > 0.09342951037394803 AND l.l_shipmode LIKE 'FOB%' AND l.l_commitdate < '1994-10-15'  GROUP BY l.l_orderkey LIMIT 10;"
21,tpch,"SELECT COUNT(p.p_retailprice) AS count_p_p_retailprice, SUM(ps.ps_supplycost) AS sum_ps_ps_supplycost, COUNT(o.o_orderDATE) AS count_o_o_orderDATE, COUNT(o.o_orderpriority) AS count_o_o_orderpriority, SUM(ps.ps_availqty) AS sum_ps_ps_availqty FROM orders o, part p, partsupp ps WHERE EXISTS (SELECT o_orderstatus FROM (SELECT o_orderstatus, o_totalprice FROM orders WHERE o_totalprice = 5000 ) AS subq_1 WHERE o_totalprice > 3000 ORDER BY o_totalprice) AND EXISTS (SELECT SUM(l_extendedprice) FROM (SELECT l_extendedprice, l_shipinstruct FROM lineitem JOIN orders ON l_orderkey = o_orderkey WHERE o_orderpriority = '2-HIGH' UNION SELECT l_extendedprice, l_shipinstruct FROM lineitem JOIN orders ON l_orderkey = o_orderkey WHERE o_orderstatus = 'P' AND o_custkey IN (SELECT c_custkey FROM customer WHERE c_acctbal < 500)) AS subq_2 GROUP BY l_shipinstruct) AND ps.ps_supplycost > (SELECT COUNT(DISTINCT s_suppkey) FROM supplier WHERE s_acctbal > 1000 AND (s_nationkey = 5 OR s_nationkey = 10) AND 4+4=8 AND s_nationkey IN (SELECT n_nationkey FROM nation WHERE n_regionkey = 1 AND 5*6=30)) AND o.o_orderpriority IN (SELECT o_orderpriority FROM orders WHERE o_orderkey IN (SELECT l_orderkey FROM lineitem WHERE l_shipmode = 'AIR' ) UNION SELECT o_orderpriority FROM orders WHERE o_orderkey IN (SELECT l_orderkey FROM lineitem WHERE l_shipmode = 'TRUCK' ) ORDER BY o_orderpriority) AND p.p_retailprice = (SELECT COUNT(DISTINCT r_regionkey) FROM (SELECT r_regionkey, r_name FROM region WHERE r_regionkey < 3 ) t) AND p.p_partkey = ps.ps_partkey AND p.p_retailprice >= 1356.0250021938978 AND p.p_container LIKE 'LG BOX%' AND ps.ps_supplycost <= 167.386827393441 AND p.p_partkey > 123683 AND p.p_size = 15  LIMIT 10;"
22,tpch,"SELECT MIN(p.p_mfgr) AS min_p_p_mfgr, p.p_retailprice AS p_p_retailprice, MIN(ps.ps_suppkey) AS min_ps_ps_suppkey, ps.ps_partkey AS ps_ps_partkey, MIN(ps.ps_availqty) AS min_ps_ps_availqty FROM part p, partsupp ps WHERE EXISTS (SELECT COUNT(o_orderkey) FROM (SELECT o_orderkey, o_orderstatus FROM orders JOIN customer ON o_custkey = c_custkey WHERE o_totalprice < 5000 ) AS t_1 GROUP BY o_orderstatus ORDER BY o_orderstatus) AND ps.ps_supplycost > (SELECT COUNT(DISTINCT p_partkey) FROM part WHERE p_retailprice < 150 AND (p_size = 15 OR p_size = 25) AND p_type LIKE 'ECONOMY%') AND p.p_partkey > (SELECT COUNT(DISTINCT p_partkey) FROM part JOIN (SELECT ps_partkey FROM partsupp WHERE ps_supplycost > 50 UNION ALL SELECT ps_partkey FROM partsupp WHERE ps_availqty < 100) AS partsupp_union_3 ON part.p_partkey = partsupp_union_3.ps_partkey) AND ps.ps_suppkey > (SELECT COUNT(DISTINCT ps_suppkey) FROM (SELECT ps_suppkey, ps_availqty FROM partsupp WHERE ps_supplycost < 10 ) t) AND EXISTS (SELECT SUM(l_extendedprice) FROM (SELECT l_extendedprice, l_returnflag FROM lineitem JOIN orders ON l_orderkey = o_orderkey WHERE o_orderpriority = '1-URGENT' UNION SELECT l_extendedprice, l_returnflag FROM lineitem JOIN orders ON l_orderkey = o_orderkey WHERE o_orderstatus = 'F' AND o_custkey IN (SELECT c_custkey FROM customer WHERE c_acctbal > 1000)) AS subq_5 GROUP BY l_returnflag) AND ps.ps_partkey = p.p_partkey AND p.p_type LIKE 'STANDARD ANODIZED BRASS%' AND ps.ps_partkey < 3609 AND ps.ps_supplycost > 94.58540490444695 AND ps.ps_availqty > 8163 AND ps.ps_suppkey >= 7751  GROUP BY p.p_retailprice, ps.ps_partkey LIMIT 30;"
23,tpch,"SELECT AVG(c.c_acctbal) AS avg_c_c_acctbal, MIN(c.c_mktsegment) AS min_c_c_mktsegment, COUNT(c.c_custkey) AS count_c_c_custkey, c.c_comment AS c_c_comment, MIN(o.o_totalprice) AS min_o_o_totalprice FROM customer c, orders o WHERE o.o_totalprice = (SELECT COUNT(DISTINCT l_orderkey) FROM lineitem JOIN (SELECT o_orderkey FROM orders UNION ALL SELECT o_orderkey FROM orders WHERE o_totalprice > 5000) AS order_union_1 ON lineitem.l_orderkey = order_union_1.o_orderkey) AND EXISTS (SELECT DISTINCT o_clerk FROM orders UNION SELECT DISTINCT n_name FROM nation WHERE n_regionkey = 2 UNION SELECT DISTINCT l_shipinstruct FROM lineitem WHERE l_quantity > 15) AND EXISTS (SELECT COUNT(DISTINCT o_orderkey) FROM orders WHERE o_orderstatus = 'P' UNION ALL SELECT COUNT(DISTINCT l_orderkey) FROM lineitem WHERE l_shipmode = 'MAIL' UNION ALL SELECT 0 FROM customer WHERE c_nationkey = 1) AND EXISTS (SELECT c_name FROM (SELECT c_name FROM customer WHERE c_custkey IN (SELECT o_custkey FROM orders WHERE o_orderdate > '1995-01-01' UNION SELECT o_custkey FROM orders WHERE o_totalprice > 10000) UNION ALL SELECT c_name FROM customer WHERE c_custkey IN (SELECT o_custkey FROM orders WHERE o_orderpriority = '1-URGENT' UNION ALL SELECT o_custkey FROM orders WHERE o_orderstatus = 'F')) t GROUP BY c_name) AND c.c_address IN (SELECT c_address FROM customer WHERE c_custkey IN (SELECT o_custkey FROM orders WHERE o_totalprice > 10000 ) UNION SELECT c_address FROM customer WHERE c_custkey IN (SELECT o_custkey FROM orders WHERE o_totalprice < 10000 ) ORDER BY c_address) AND o.o_custkey = c.c_custkey AND o.o_orderstatus LIKE 'F%' AND o.o_orderdate >= '1993-09-14' AND o.o_custkey < 9103 AND o.o_orderkey = 5765213 AND c.c_nationkey > 16  GROUP BY c.c_comment LIMIT 30;"
24,tpch,"SELECT COUNT(o.o_orderkey) AS count_o_o_orderkey, COUNT(c.c_address) AS count_c_c_address, MIN(c.c_name) AS min_c_c_name, o.o_orderpriority AS o_o_orderpriority, AVG(o.o_custkey) AS avg_o_o_custkey FROM customer c, orders o WHERE o.o_clerk IN (SELECT DISTINCT o_clerk FROM orders UNION SELECT DISTINCT s_address FROM supplier WHERE s_nationkey = 3 UNION SELECT DISTINCT l_shipmode FROM lineitem WHERE l_quantity > 20) AND c.c_comment IN (SELECT DISTINCT c_comment FROM (SELECT c_comment FROM customer UNION ALL SELECT p_comment FROM part) AS u_2 JOIN orders ON u_2.c_comment = o_clerk) AND EXISTS (SELECT SUM(l_discount) FROM (SELECT l_discount, l_linestatus FROM lineitem WHERE l_shipdate BETWEEN DATE '1998-01-01' AND DATE '1998-12-31' ) t GROUP BY l_linestatus ORDER BY l_linestatus) AND EXISTS (SELECT SUM(o_totalprice) FROM (SELECT o_totalprice, o_orderpriority FROM orders JOIN customer ON o_custkey = c_custkey WHERE o_orderdate > '1995-01-01' ) AS t_4 GROUP BY o_orderpriority ORDER BY o_orderpriority) AND c.c_custkey > (SELECT COUNT(DISTINCT c_custkey) FROM (SELECT c_custkey, c_address FROM customer WHERE c_acctbal < 1000 ) t) AND o.o_custkey = c.c_custkey AND c.c_nationkey >= 11 AND o.o_orderstatus LIKE 'P%' AND c.c_name LIKE 'Customer#000005646%' AND o.o_totalprice >= 496162.0887062956 AND o.o_custkey > 50341  GROUP BY o.o_orderpriority LIMIT 50;"
25,tpch,"SELECT COUNT(l.l_partkey) AS count_l_l_partkey, l.l_comment AS l_l_comment, MAX(ps.ps_suppkey) AS max_ps_ps_suppkey, SUM(l.l_extendedprice) AS sum_l_l_extendedprice, MAX(l.l_comment) AS max_l_l_comment FROM lineitem l, partsupp ps WHERE l.l_discount > (SELECT COUNT(*) FROM (SELECT s_suppkey FROM supplier WHERE s_nationkey IN (SELECT n_nationkey FROM nation WHERE n_regionkey = 4) UNION ALL SELECT ps_suppkey FROM partsupp WHERE ps_supplycost > 500) t) AND l.l_discount > (SELECT COUNT(DISTINCT s_suppkey) FROM supplier WHERE s_acctbal < 1500 AND (s_nationkey = 3 OR s_nationkey = 7) AND 2+3=5 AND s_nationkey IN (SELECT n_nationkey FROM nation WHERE n_regionkey = 4 AND 4*5=20)) AND ps.ps_suppkey = (SELECT COUNT(DISTINCT o_orderkey) FROM orders WHERE o_custkey IN (SELECT c_custkey FROM customer WHERE c_acctbal < 800 INTERSECT SELECT c_custkey FROM customer WHERE c_mktsegment = 'HOUSEHOLD')) AND EXISTS (SELECT s_4.s_address FROM supplier s_4 WHERE s_4.s_suppkey IN (SELECT ps_4.ps_suppkey FROM partsupp ps_4 WHERE ps_4.ps_supplycost > 100 UNION ALL SELECT ps2_4.ps_suppkey FROM partsupp ps2_4 WHERE ps2_4.ps_availqty < 20 GROUP BY ps2_4.ps_suppkey) AND s_4.s_acctbal < 3000) AND EXISTS (SELECT r_comment FROM region WHERE r_regionkey IN (SELECT n_regionkey FROM nation WHERE n_name LIKE 'E%' ) UNION SELECT r_comment FROM region WHERE r_regionkey IN (SELECT n_regionkey FROM nation WHERE n_name NOT LIKE 'E%' ) ORDER BY r_comment) AND ps.ps_partkey = l.l_partkey AND ps.ps_suppkey = l.l_suppkey AND l.l_shipdate < '1992-11-20' AND l.l_shipmode LIKE 'TRUCK%' AND l.l_linenumber >= 2 AND l.l_receiptdate < '1998-12-02' AND l.l_discount > 0.029172268251642753  GROUP BY l.l_comment LIMIT 10;"
